id	text	HS	TR	AG
24322	casado da paso atrás inmigración «hablamos claro»	0	0	0
24323	departamento amplia autoridad bajo ley inmigración nacionalidad revocar visas tomamos medida suficiente evidencia indica titular puede ser	0	0	0
24324	cansado puta vida unico motivo sigo	0	0	0
24325	comemela toda estrujala muerdela piedra cuanto meta rompo algún aporte queréis suba mandarmelo md preparo subo si queréis menciono si	0	0	0
24327	pan árabe	0	0	0
24328	puta buena callada hocico	1	1	1
24329	quiero gil culiao hace días tonterías odio lleve contraria puta extrañaba alejes pequeño zky	0	0	0
24330	dicen pa cada hija eh puta nace hijo eh puta creo	0	0	0
24331	si wey lacayo puta pri	0	0	0
24332	mira sara mejor cállate puta si gente trabaja aeropuerto trabajo hacer si hacen derecho usar voces oigan hagan trabajo bien	1	1	1
24333	grande adán novia sevillista puta lololooooo capitán	1	1	1
24334	oigaaaa usted ilusooo jajaja además perra perrísima	1	1	1
24335	asunto velo yihab mujeres árabes sólo diré cosa ponen gusto imposición cultura surge sola impone cosas imponer deben hacer mujeres mola libertad siempre libertad	0	0	0
24336	calle pavo gritando sudaca mierda ven aquí mato qje bajo caído marroquíes indígena mierda bueno sorprendo medias estupidez humana	1	0	1
24337	uhm árabes parecen delincuentes	1	0	0
24339	llevar prenda vestir puede suponer riesgo muerte toda gente radio 0 m persona	0	0	0
24340	vida niños cancer perra murieron aplicarles quimios falsas perra mereces morir hoguera	1	1	1
24341	profe diciendo apodos sólo hablarnos nombre tres segundos güera pásele frente	0	0	0
24342	cállate perra unas birras después toda mierda familiar navideña	1	1	1
24343	#muebleria #sama amoblamiento hogar ideal cada temporada éste año ademas realizamos muebles aberturas medida carpintería calle inmigrante zona industrial	0	0	0
24344	conductor transportaba indocumentados arrestado eureka via #eureka #ice #migra #indocumetados	0	0	0
24345	nuevo video hablando inmigración contestamos dudas importancia recibo petición familiar cómo recuperarlo si pierde video completo disponible canal	0	0	0
24346	[0 0 0 0] puta callate [0 0 0 0] cami callame [0 0 0 0] puta tas hoy turra eeee dsps arrugues t coma boca	0	0	0
24347	sigo pensando vómito garganta punto echarlo gastarlos juez bruta quede momento castración parece	0	0	0
24348	cállate hijo perra	0	0	0
24349	#todocoyocan cuidado lacras sudacas mexico plan eu	1	0	0
24351	putos inmigrantes	1	0	1
24353	hoy adelante si mujer envía foto desnuda denunciarla acoso sexual provocación feminazis ataque 0 0 0	1	0	0
24354	merecía puta madre vamos florencia semifinalista	0	0	0
24355	jajajajajajajaj callate puta dmierda	1	1	1
24358	hollywood mujeres acosadas sexualmente inventado kevin spacey acusado acoso sexual hombre curioso pongan duda	0	0	0
24359	pedazo hijo puta vendido poder gente juzga si encuentran ahi van repudiar mereces	0	0	0
24360	expresiones imbecil reflejo escoria recuerden votar	0	0	0
24361	valen dice chica mas puta jajajaja almenos llevamos bien odiando misma persona	1	1	1
24362	tipo escoria escuelas cataluña contratados enseñar curiosidades adolescentes jornadas actividades culturales hablo conozco visto	0	0	0
24363	pinches ridículas doble moral primero dicen odian infidelidad andan defendiendo igual puta mamen	1	0	1
24364	safate perro hijuelagranputa q putas hablas mierda perro basura bastardo pocos adjetivos q mereces escoria	0	0	0
24365	puta hetero calles	1	1	1
24366	cállate hazme cena	1	1	1
24367	mina carajos puta idea quieren pienso mejor	0	0	0
24369	demandan trump trato inhumano indocumentados estilo fm	0	0	0
24370	0 personas pagaron boleto colón árabe unido costa #panamá	0	0	0
24371	cállate perra	1	1	1
24372	seniel deja decir tonterias puta vez vale gracias	0	0	0
24375	luna vete hacer vídeo niño polla imbécil	0	0	0
24376	gabinete emiratos árabes unidos aprueba estructura junta agencia espacial eau #wamnews	0	0	0
24377	franco vivía ningún inmigrante atrevido tocar guardia civil cruzar frontera ser ilegal barcelona franco españa	1	0	1
24378	mejor cállate zorra pides likes fotos horribles facebook bien fea jajajaja 🤣🤣	1	1	1
24379	callate cínico hijo puta tenés cara sos crema hipocresía cagón cagón mil veces cagón gran parte	0	0	0
24380	paloma cállate boca sos flaca hija perra envidia	1	1	1
24381	puta madre enseñaron golpear puerta	0	0	0
24382	aula 0 chica jersey amarillo rayas importa puta mierda examen cállate favor	0	0	0
24383	reverendos hijos puta dejen provocar gente	0	0	0
24384	calla guarra española	1	1	1
24385	ay pongo arabe	0	0	0
24386	pues si verdad si enseño polla internet aceptaría resignación violacion	1	0	0
24387	cupich visita albergue menores separados padres orden trump	0	0	0
24388	prioritario q hora vigilar adversarios q organizando importante q debes hacer si quieres ganar próx elecciones tratar debidamente tema d inmigración ilegal inseguridad q acarrea ahí juegas dicho	0	0	0
24389	interior plantea rebajar nivel alerta terrorismo fin oleadas inmigración masiva incontrolada permisividad gobierno hago responsable ministro marlaska cualquier atentado produzca	0	0	0
24390	sabe cuál visa beneficia indocumentados víctimas testigos crímenes	0	0	0
24391	cualquier motivo bueno enseñar carne eh zorra	1	1	1
24392	hija puta cállate ajsjajakajajajsj	1	1	1
24393	hoy ando oliendo mujer olvidó llave locker gabacha casa compañera presto huele puro fraiche	0	0	0
24394	#olavarría detuvimos sujeto perteneciente uocra tras arrojar basura vía pública darse fuga 0 0 pesos pudo explicar procedencia circulaba papeles reglamentarios intentó sobornar efectivos dinero	0	0	0
24395	puta necedad mujeres ser serias calladas tener voz fuerte da ganas gritar estallar	0	0	0
24396	hsm requisan edificios okupados pofa requiseis cumida ah resto año putos moros putos inmigrantes putos rojos putos maricones putos indepes	1	0	1
24398	tranquila espera entrar país 0 0 subsaharianos manteros pequeños comercios cerrar día defiende taxistas corbata libre comercio ideales vividores postureo	1	0	1
24399	cállate perra	1	1	1
24400	cállate hijo puta insulto vos hiciste pte cámara diputado cargo q queda grande imbecel trepador traidor quieren hijos sorete	0	0	0
24403	pedimos pseudo feministas sudacas explicaran dónde sale capital hacer pañuelos verdes acabamos israel alguna agencia noticias verdaderas	1	0	1
24404	puta madre dejaste callada perdida enamorada quiero quiero quiero maaaaas mirada ay ay ayyy tan solo segundo fan tema jajajajaj	0	0	0
24405	sos hijo puta mereces q sanguche milanesa	0	0	0
24406	interesante video agresor parecer ser tantos refugiados progres gustan abrir puertas estaria bueno saber dijeron ambos último franchute paró agarro silla fiel representación occidental cagon promedio	1	0	1
24407	secretario josé maría lasalle recuerda mujeres mayores víctimas acoso través plataformas digitales vía	0	0	0
24408	ahora entiendo países árabes calor	0	0	0
24409	quiero ser igual dedicada güero	0	0	0
24410	cállate zorra metido virus	1	1	1
24411	maldita perra desalmada sufrimiento merecías	1	1	1
24412	hola carmen si considerais complejos cuento periplo emigrante español chile dificultades encuentro dia dia aquí papeles funciona contrario disposición	0	0	0
24414	mujer inteligente travesti	1	0	0
24415	agregué video lista reproducción promo curso arabe	0	0	0
24416	suerte gustan tatuajes vale q hagas ninguno cara pego	0	0	0
24417	hermano dice puta mujer ofende hombre si mujeres putas cabrones aparte diríamos mujer pario madre puta puta madre	0	0	0
24418	ayúdanos promover movimiento semen rt	0	0	0
24419	imbécil insultar compartir sexualidad plus zorra insulto desvirtúa liado tiempo originalmente refería aquellas astutas fin insultar vales besito	0	0	0
24420	campaña ley rapa nui extienda país así frenar inmigración	1	0	0
24421	cállate conchetumare insulta madre perra culiá mamon culiao	1	1	1
24422	madrid dando pena moromierda argelino delincuente florentino capitán puede feliz dictador oficialistas mucha mierda comer pedazo mierda 0 espalda	1	1	1
24423	ver cielo sabe coño polla marido si así comeré menudo	0	0	0
24424	#sabiasque cerebro mujer conectado culo cada vez piensan cagan	1	0	0
24425	modelos neurona caballos cagarse desfiles	1	0	0
24426	callate puta q ibas ir	1	1	1
24427	#sudaca escucha #rock clásico latinoamericano favorito sintonízanos 0am #escuchahdradio #radioshow#radiomix #radioweb #radiostudio #ddhh	0	0	0
24428	habla debate anoche podría semen algún día participar política	0	0	0
24429	si gay escoria mereces derechos	0	0	0
24430	sudacas despreciaron nietos arrogantes síndrome nuevos ricos metánse europa tujes	1	0	1
24432	puta zorra guarra ver minifalda vayas sola bebas sexo débil feminazi entonces igualdad dónde ojalá 0 dios manda ups quise decir igualdad mande violencia género deje existir	0	0	0
24433	violación cada 0 horas españa 0 asesinatos machistas 0 todas sufrido acoso callejero alguna vez oye casos aislados unas exageradas vivimos mejores países mundo	0	0	0
24435	todas perdonas güeras bien maricas	1	0	1
24436	ammmmmmmm vos sabes gusta nadie callate perra	1	1	1
24437	libro fundamental entender traumas políticos sociales derrota militar israel 0 generó países árabes	0	0	0
24438	vos callate puta orto	1	1	1
24439	maldita escoria muerete callate malditos comunistas mierda ladrones basuras acabaron wl mejpr país mundo porquerias humanas	0	0	0
24440	trabajan mitad sueldo pagan impuestos generan renta sacan plata país aportan culo hablo venezolano votó chávez indocumentado parásito	1	0	1
24441	psoe asegura materia inmigración gobierno sánchez hecho dos meses rajoy siete años	0	0	0
24443	árabe ofende mujer escupe frente viene eco lado inesperado	1	1	1
24444	prisión preventiva jefe policial acusado violación acoso sexual audiencia inicial juez paz guazapa resolvió día enviar prisión preventiva inspector policía nacional civil pablo cruz díaz bernabe qui	0	0	0
24445	cada vez enseñando mas culo babosita carmen parece sirvienta trapos jajaja	1	1	1
24446	clava culo empieza follarte rápido [ gruño angustiado] remuevo angustiado dan cuerda espalda mientras tío folla culo rodeada vomito sangre dolor	1	1	1
24447	cállate hijo puta sabes ler empezar pendejo miarda	0	0	0
24448	dices zorra pendeja juguete nuevo pues dejate joder zorra matate — solo taba cargando siempre cargo aire juguete nadie persona matat	1	1	1
24449	vos callate vos puse ver novio puta	1	1	1
24450	pq canción bien puta tan puta cambias	1	1	1
24452	0 vas provocando 0 violan guarra buscas 0 si resistes matan si violan eh haberte resistido 0 bebido dijo llevaba ligona 0 sociedad sigue dando asco lets change that	0	0	0
24453	momento niñita volvió tan puta solo sube fotos enseñando bubis	1	1	1
24454	cállate negro ql cualquier numero 0 sacado voh anda cuidarle zorra gigi mejor mira cualquier momento deja cantante #partychilensisftwebeo	0	0	0
24455	padres 0 años casados 0 hijos siquiera puedo enseñarle perra haga baño sólo lugar	0	0	0
24456	cállate putilsa fumona borrachas puta barata borracha vulgar	1	1	1
24457	zorra mala sepas jajaja	1	1	1
24458	timerman puta idea pasa videla merecía morir asi mierda mierda	0	0	0
24459	comemela — solo buscaba paz despierto cada día medio huracán	0	0	0
24460	razón güero hablabamos habitar ciudades enormes ciudades chiquitas	0	0	0
24461	cállate zorra	1	1	1
24462	primera vez entiendo odio trump mexicanos ayer antier 0 mexicanos intentaron robar dentro centro comercial joyería atraparon 0 mexicanos indocumentados rateros pagamos justos pecadores siento enojada	1	0	0
24463	hace falta mas seguridad coloquen orden comerciantes informales indocumentados venezolanos venden productos quitando ventas comercios pagan impuestos sucede cúcuta puente simón bolívar	1	0	0
24464	izquierdona encontrado mina oro votará favor inmigrante aquí unas cuantas semanas votará traído aquí mantienen aquí adoctrinan dan beneficios costa dinero pedro grande genio	1	0	0
24465	idea polla cebolla obviamente van entrar desconfianza entrarán quieran ir confianza	0	0	0
24466	juez brasileño helder girão barreto ordenó suspensión entrada inmigrantes venezolanos vía terrestre #pulsoslp	0	0	0
24468	quiero hundas polla garganta akemi dijo jadeando oreja mordiéndola fuerza acabando provocado supuesto obedeció movió frente quedar dispuesto rodillas manos	0	0	0
24469	0 va mantener ud palacio doñana vé bonito manera comprendan psoe podemos presupuesto avalancha mofa europea camellos lavapiés madrid inmigrantes ilegales	1	0	1
24470	acoso violacion integridad persona siendo utilizada persona satisfacer morbo cientos cochinada canal doble moral	0	0	0
24471	pobrecitos pobres negratas asustado ver cosa hierro anda ayuda ñus	1	0	1
24472	perra jajaja	1	1	1
24473	cállate isco puta peonza	0	0	0
24474	puteando jóvenes perdiste virginidad idiota mereces puta	1	1	1
24475	interesante entrevista padre drama inmigración reflexión cómoda actitud cristianos políticos frente tantas muertes olvidadas	0	0	0
24476	calles hijo puta	0	0	0
24477	primer país árabe despenalizar homosexualidad #libano tras largos debates tribunal deja efectos legales artículo 0 código penal condenaba amor personas mismo sexo prisión	0	0	0
24478	callate camila puta madre	0	0	0
24479	amo puta madre mereces	0	0	0
24480	hollywood denunciando acoso abuso violación bla bla	0	0	0
24482	pase pase votéis mujer podrá ocuparse cargo tener cuidar casa lavar ropa hombre #deber	1	0	0
24483	0 sos re insoportable negro indocumentado igual tq	1	1	1
24484	pues dispuesto ser amo exigente empinarte gusto nalguearte mereces puta cachonda zorra	1	1	1
24485	callate guarra	1	1	1
24486	cállate amas perra quiero mundo sos fierro brendita	0	0	0
24487	moreno siempre subo coche primero hago poner seguro puertas ser racista seguridad asaltarte distinción pinches güeros cara palida prietos aprietos campaña pendeja #asívivimoselracismo	1	0	1
24489	impuestos inmigrantes indocumentados impulsan economia	0	0	0
24490	después asalto frustrado plaza norte creo gobierno debe expulsar inmediatamente venezolanos indocumentados manejan brevete venden alfajor 0 0 semáforos	1	0	1
24491	pasa simple perra callate	1	1	1
24493	pinche perra	1	1	1
24494	hora coño puta actuación merecía bravo cepeda #otgala0	0	0	0
24495	si necesita evaluacion psicologica inmigracion llámenos 0 0 0 visite evaluamos extreme hardship dificultades extremas vawa violencia domestica u visa victima crimen exención examen ciudadanía asilo politico	0	0	0
24496	—respira sheida alteres — cállate vez quiero escucharte escoria	0	0	0
24497	dos monjas diciendote calles puta jeta jajajajaja ay 0 mejor año xdd	0	0	0
24498	recortado godín hijo puta mereces vivir	0	0	0
24499	monica dejate tonterias nerea hecho puta madre veo q objetar #otgala0	0	0	0
24500	sos perra vos callate	1	1	1
24501	calles puta parguela xd	1	1	1
24502	morenistas zorra ubicate nadie quiere opines ademas si profesional político lamiendo huevos zorra despotricas pagan hablar mal perra lárgate país aquí	1	1	1
24503	#suiza retira permiso 0 refugiados vacaciones países vía	0	0	0
24504	lleven 0 km valla ceuta	0	0	0
24505	mereces comunistas tampoco escoria pais meten queda escoba fracasan entiendo existen todavía	0	0	0
24506	nefasto invento planes hace toda escoria violenta tiempo inventarse guerritas imbéciles lugar invertir tiempo pensar cómo van obtener ingreso legal honestamente trabajando	0	0	0
24507	si quieres enseñar hacer perro enseñalo bien amor reventandolo palos hijo gran puta vd maltratan animales merecen peor muertes asi digo	0	0	0
24508	nefasto ministro ⁦ ⁩ marlaska acude #algeciras ver si moromierdas tratados correctamente interesarse ⁦ ⁩ quemados	1	0	1
24509	novia perra mismas tetas perra preñada jaajjaaja asco ego mmgvo	1	1	1
24510	imagínate si sido güero sido mas mamón	1	1	0
24511	visto color blanco veo güera how	0	0	0
24512	cállate perra sigo dónde quiera	1	1	1
24513	voy enseñarle perra trata hombre lmao in love with titi	1	1	1
24514	globitos perfil follen zorra mereces vivir	1	1	1
24515	aaaa quería enseñar fotos sábado sentía bn perra	1	1	0
24516	privilegios derechos ejemplo ocupar espacio necesario propio hombres derecho mejor género	0	0	0
24517	puede decir gilipolleces tonterías juntas tan espacio puta idea diciendo	0	0	0
24518	tenes tribuna puta madre increible mereces vamos sos campeona	0	0	0
24519	cuál cosa inteligente salido boca mujer polla einstein	1	0	1
24521	difundamos movimiento semen rt ayuda	0	0	0
24522	sientes as nunca español populista q suerte puta crisis gente va conociendo cada vez vota menos gente mal q haciendo partidos	0	0	0
24523	arabe chanceando siento si reboto va tirar bomba	1	1	1
24524	mapas datos cuentos racistas	0	0	0
24525	hacen tantos subsaharianos pie plaza #lavapiés hacer	1	0	0
24526	quiere seguir buena racha casa buscará noche primer gol #lpfxrpc	0	0	0
24528	madre gustavo cállate puta boca vez si quieres hacer daño hombres gilipollas perdidos saben medir dónde puede hablar si quiere hacer daño	0	0	0
24530	comemela ver si acabas algún día	0	0	0
24531	modo árabe jajaajajjaja dg	0	0	0
24532	unico quiero calles hijo puta flequillos	0	0	0
24533	pensar perra desgraciada muerde trataba enseñarle trucos saltar cuerda	0	0	0
24534	playa favorita verano destino patera inmigrantes subsaharianos desembarcan plena luz día	1	0	1
24535	repugnante ejemplo inmigrantes frente mujer violadas varios casos maltratadas tratadas escoria misma existe país origen si fácil día ocurrirá desgracia violación parte gentuza pueblo responderá piense	1	0	1
24537	ahora decidle imbécil entrenador ladre cristiano chupad polla retrasados	0	0	0
24538	callate hijo puta ojalá hijo	0	0	0
24539	callate puedes riendo cada puta frase callate verrrrrga yaaaa	0	0	0
24540	callate cinico hijo puta vi aplaudir kretina llamaba caranchos	0	0	0
24541	puta cama puta cállate boca anormal	0	0	0
24542	si imbécil ahora jodes	0	0	0
24543	catherine deneuve protestas #hollywood acosos sexuales violación crimen seducción insistente torpe delito galantería agresión machista #metoo	0	0	0
24545	cree machito entra baño encuentra 0 árabes gritando idioma	0	0	0
24546	zorra dolor va poner remedio preocupes	1	1	1
24547	si alguien ve idiota dio declaraciones joven murió fumar hookah díganle árabes deberían muertos	1	0	1
24548	gente dice pasa putos libros cabeza da igual 0 0 páginas cállate puta boca	0	0	0
24549	cómo diablos indocumentado haitiano cinco fichas deportan después cumple prisión vídeo haitiano apresado asaltar violar joven dijo supo hizo borracho	1	0	1
24550	ultima hora autoridades alertan 0 0 subsaharianos preparan asalto valla manden ejercito	1	0	1
24551	callate infeliz perra cubanos	1	1	1
24552	callate puta	1	1	1
24553	si perra	1	1	1
24554	asiaticos devastados guerra hoy mejor estructura chilito cosas sudacas	1	0	0
24555	albert rivera miembros ciudadanos visitan valla ceuta abrazan policías	0	0	0
24556	envidioso veo pongo celoso  dile quieres nunca acoso  hacemos peligroso siempre chingamos  arrebato viendo borroso	0	0	0
24557	puta guarra	1	1	1
24558	peor q existe mundo si brisa vos odio pelotuda mierda zorra inmunda odio imbécil	1	1	1
24559	callate puta	1	1	1
24560	extraño donas vendían árabes universidad	0	0	0
24561	cállate hable puse pelis puta	1	1	1
24562	enojo mujer luz check engine puta idea pasando mejor esperar apague solo	1	0	0
24563	amiga vieja casa onda vino pasar día queda dormir ve todas uts novelas dan tele mira hoy dan msrginal cago novelas orto arabes toda mierda mando casa	1	1	1
24565	ah zorra libre imbécil pareja hace ir detrás xd	0	0	0
24566	rescatan 0 indocumentados guadalupe victoria municipio #durango	0	0	0
24567	güeros dejaría lado amor negros	1	0	0
24568	sudaca tonto	1	1	0
24570	puedes justificar acoso violación asesinato va vestida mujer cerebro	0	0	0
24571	hoy mismo subio nuevo track #franchute segundo corte proyecto #indaweba	0	0	0
24572	alooo perra obvio iba convertir perro gustaras duh	1	1	1
24573	vos tambien callate contestame wpp perra	1	1	1
24574	calles puta boca existencia repugna gilipollas	0	0	0
24575	si dejas alimentar cultura violación acoso mejor viste hueá antoje	0	0	0
24577	russell simmons recibe nueve denuncias violación acoso sexual	0	0	0
24578	cállate perra visto xd	1	1	1
24579	violación acoso sino irresponsabilidad siquiera da cara	0	0	0
24580	solo encanta provocarlo ser puta especial ser niña piernas ser tan dama gime ser tan esencial vida ser señora señor natacha	0	0	0
24581	q sabemos callate puta	1	1	1
24582	impresión gabachos 0 quieren solo 0 mierda demás falta putos mexicanos creen gringos chiste cuenta solo	1	0	1
24583	q vuelos venezuela pongan billete d 0 baño dl avión q abran taquilla d inmigración formados q pongan bolígrafos sueltos par llenar plantilla migración allí pudieran filtrar justamente abusadores deportarlos patras	1	0	0
24584	vos callate zorra devolveme corona	1	1	1
24585	cállate zorra insensible	1	1	1
24586	lógico pagar inmigrantes ilegales entran españa parar dinero l español mientras dan papeles vergüenza	1	0	0
24587	acoso insultos… separatismo vuelve enseñar colmillos tras éxito bruselas vía	0	0	0
24588	ancianos pastores maco refugiados roca cristo jesús cumplir gran comisión hacer discípulos #discipular #crm #mendoza	0	0	0
24589	#juglares #trovadores #comediantes visitan #saldaña través #magia #circo #teatro calle ilusión tardes #verano espectáculos magia #malabares #concertinas	0	0	0
24591	güera pelinegra	0	0	0
24592	pasalo puta madre niño disfrutala mereces eches menos jajajajaja	0	0	0
24593	vamos ver cierto tratan saltar valla melilla cruzar estrello viven mala situación cierto culpables dicha situación deber prestarles toda ayuda podamos	0	0	0
24594	bajo sacar perra paseo pasa africano sienta enfrente mirarme fijamente desnudandome mentalmente pq aquí 0° voy mono playa debe acostumbrado q levantar irme puedo denunciar acoso inmigrante	1	1	1
24595	echo puta madre enseñarte ahora vamos pocos tomar jajajajaja	0	0	0
24596	eurodiputada bng desea violaciones múltiples casado entienda inmigrantes	0	0	0
24597	ayuda difundir movimiento semen rt semen	0	0	0
24598	rubia lucius rubia segunds andrea gabacha locha enana	0	0	0
24599	cállate yegua puta culiada hija montoneros mal paridos	1	1	1
24600	problema sieeeeempre alumno alumnos quieran aprender puta idea cómo tratarles enseñarles	0	0	0
24601	recordó señora vi ayer super enseñándole hija 0 años cantar perra perra perra amiga	0	0	0
24602	huracanes nombre mujer letales	1	0	0
24603	0 mujer llamada puta zorra trola tener amigos	1	0	0
24604	próxima campaña psoe inmigrante 0 voto	0	0	0
24605	solo esperando momento dj alex suba remix arabe ecko papichamp	0	0	0
24606	sabes cuanto	0	0	0
24607	pues señor va puta madre	0	0	0
24608	visita amada puebla oportunidad saborear unas gorditas chalupas arroz rojo chile nogada tacos árabes chanclas enmoladas voy cerrar chile atole	0	0	0
24609	puta idea pasa argentina hablar tonto polla decir tonterías	0	0	0
24610	#laescoppetamafional hoy rivera mañana casado valla ceuta hacerse foto competir ver mas facha dos acaso saben hablan	0	0	0
24611	necesitas hombres sufren opresión acoso reciben mujeres vida	0	0	0
24612	reflexión lunes inmigrantes rescatan mar trae costas devuelve vienen pertenecen ciudadanos	1	0	1
24613	roxy diosa sexo puta inmejorable después mejor debe ser trío contigo	1	1	1
24614	casual feria chelem digan juego dicen gabachos atrás gacho jajajaja	0	0	0
24615	escuchar 0 números baile árabe hace descomponerrrrr	0	0	0
24616	flor vigna mereces puta madre	0	0	0
24617	perdiste goles igualdad árabes cruzados hoy 0 0 hrs revive ángulo gran duelo fecha 0 #campeonatoscotiabank0 nuevo capítulo #laotracámaraxcdf	0	0	0
24618	defensores inmigración chile ojo pasando españa turista agredido manteros golpe dieron matarme vía	1	0	1
24619	ayuda promover movimiento rt semen gracias hombre	0	0	0
24620	voy traslado llevo gabacha arrugada pijama cloreada rota lado	0	0	0
24621	marcha negra acelera paso 0 0 subsaharianos esperan marruecos entrar ilegalmente españa	1	0	0
24622	único inmigrante ilegal bueno inmigrante ilegal expulsado vuelta país	1	0	1
24623	muerte puede llegarte cualquier momento cualquier lugar acá norte aquí solo carne unidos junto malditos israelitas mayor razón culeros alacranes güeros traicionan gran escala 0 0	1	0	0
24626	nuria vandenberghe considera subsaharianos integrantes banda organizada estimar asalto llevado cabo través organización minuciosa acto espontáneo	0	0	0
24627	enseñándoles pequeñas amar polla	1	0	1
24628	[0 0 0 0] maga zorra amiga mereces ojala pibe valga pena llene sonrisas [0 0 0 0] maga zorra q corra tanga rimmel puedo amar	0	0	0
24629	publica foto polla metida culo bb	0	0	0
24630	casi puta hora esperando tonto voy matar pd spoiler mereces	0	0	0
24631	super emponderante ser puta trabajo sabias vender cuerpo hijo cuento empodera hostia ser gender fluid rehostia nuevo pack neoliberal tres	1	0	0
24633	crees cool zorra droga — fan tan pendiente vida	1	1	1
24634	callate sol puta cande dio cuenta q sabe estudió	1	1	1
24635	+ solo sabes subir historias perra merezca pena	0	0	0
24636	mientras común mortales padecemos oleada violenta musulmanes subsaharianos ola calor subsahariano abrasante proletarios adlateres vacaciones millonario bien viven proletarios hoy día #sanchezdimisión	1	0	0
24637	entrar twitter ver 0 publicaciones nuevas salir twitter volver entrar twitter ver 0 publicaciones nuevas salir twitter	0	0	0
24638	nicolas maduro lleve oro venezuela trump venga invadirnos quiera robar riquezas hermanos árabes cuidaran mejor	0	0	0
24639	nadia va enseñar ser perra odia hombres amo	0	0	0
24640	perra dare unfo	1	1	1
24641	pinche gordo mediocre vete mierda junto perra hija gorda mereces decisiones insultas verdadera afición	1	1	1
24642	ulalala arabe viernes futbol familia #estoyenlasgradas	0	0	0
24643	pasa ser zorra toma taponazo cara	1	1	1
24644	menos escoria merecéis gastar mínima energía explicar conversar amigo montañas galicia asturias grandes ubres podéis babear	0	0	0
24645	sacar imbécil borracho mejor idea acreditar realidad acoso practican golpistas estelada	0	0	0
24647	rien cara suda polla	0	0	0
24648	si sabes puta mierda criminología psicopatía anda cállate gilipollas	0	0	0
24650	opinión inmigración masiva problema 0 consejos solucionarlo evitarlo	0	0	0
24652	árabes impartirían clases religion catolica escuelas noooo lapidarian propusiese	1	0	1
24653	ah q hija d puta sos mejor callate	1	1	1
24654	buena canción árabe amo	0	0	0
24655	rennes francia hombre d 0 años salvajemente agredido atacado cuchillo 0 jovenes inmigrantes afganos quiere llenar pais gente pensando q familia l puede afectar	1	0	0
24656	interesante entrevista mahmud traoré experiencia pasar valla ahora habla inmigración gente miedo piensa llegamos quitarle venimos ocupar empleos nadie quiere	0	0	0
24657	puta pri	1	1	1
24658	indignada indignante acoso provocación hacéis famosos bustamante cayetano jesulín kiko pasada	0	0	0
24659	vais publicar vídeo canta adan novia sevillista puta	1	1	1
24660	joder tío callate puto adolescente mierda queriendo llamar puta atención	0	0	0
24661	fondos tg whatsapp polla aúnque tg nunca enseñaría twitter spoiler grande black clover xddd	0	0	0
24662	puta madre paliza metieron kliver madre merecían morir asi #lasmalcriadas	0	0	0
24663	nudos garganta sólo polla puede deshacer	0	0	0
24664	0 veces media hora chica puta ama lol	0	0	0
24665	vaya pelis montas mírate puta cabeza primero preocúpate demás después abusar explotar entran dentro hacer q quiera ser libre ale fregar	0	0	0
24666	acaba reir jijiji callate perra estresas	1	1	1
24667	zorra com corazón enorme mereces penes grandes mundo bb	1	1	1
24668	ashtob callate asusatando puta	1	1	1
24669	bien presidente piñera mantenga firme expulsar inmigrantes ilegales quiera venir haga corresponde	1	0	1
24670	malparido desgraciado hijo puta parió burra mujer hiena parido chacales vez niñas perdón zoológico nombre animales gente mierda pura	1	1	1
24671	miquel reyes puta idea descoñando mereces follow	0	0	0
24672	callate imbécil gente marcha gobierno hijo puta	0	0	0
24673	porfa alguien puede enseñar polla directo igual baneen canal abre 0millones	0	0	0
24674	arabes hacen tts ojala saber q hablan lpm	0	0	0
24675	callate casi pones bailar escuchaste zorra	1	1	1
24676	cállate cantando maldita escoria	0	0	0
24678	si rechazar enseñar culo enseñar tetas follar liarme salga dl coño etc guarra tranquil aún guarra todavía realmente libre libre hacer cuerpo vida quiera guste	0	0	0
24679	gracias gracias	0	0	0
24680	si incluiría programa construcción muro estrecho gibraltar paguen propios subsaharianos #donaldcasado #pablotrump	1	0	0
24681	acuerdo dije anon callate perra hijueputa jajajajajaj	1	1	1
24682	azoto cara comemela	0	0	0
24683	0 hijo puta	0	0	0
24684	em vez tapate diria callate guarra	1	1	1
24685	suerte meten delito odio tiro frente merecéis escoria	0	0	0
24687	muchachos nunca enseñaron nunca separar hijos puta	0	0	0
24688	shhh mori callada crota anda mandarle fotitos ex servís nomas puta	1	1	1
24689	dante cantale canción cuna árabe	0	0	0
24690	inmigrante amigos puede ganarse enemigos tomás castellano	0	0	0
24693	puto sudaca pendejo dale 0 lainez	1	1	1
24694	brasil escoria mundo callate negro hijo puta vai engraxar zapato sua cara	0	0	0
24695	fregar guarra	1	1	1
24697	puteros conoces escoria resulta además conocido decenas novia llendo putas solo hacer cosas novias pueden significa sepas clientes	0	0	0
24698	super ajustado puta rabia mireya merecía lejos quedarse noche #otgala0	0	0	0
24699	política levanta sesión hijos puta mandan peones plaza provocar violencia 0 policías heridos pasa si ahí pueblo dios mio pueblo vieja rompe lomo laburando	0	0	0
24700	olvido mereces puta vida cuantas ganas verte levantar copa campin así vida ojalá algún día regreses levántala	0	0	0
24702	supuesto así mayoría escoria lado cierto segundo mundo vives xdd	0	0	0
24703	amor crees amor primera vista claro si mirado dos veces casado #humor	1	0	0
24704	mujer alegra acabar 0 meses puzle 0 piezas caja ponia 0 0 años	1	0	0
